9.099231362342834473e-01 3.044794797897338867e-01 9.827724695205688477e-01 5.299969762563705444e-02 3.323291659355163574e+01
9.666634798049926758e-01 1.101678982377052307e-01 9.842749834060668945e-01 4.489433020353317261e-02 1.673819947242736816e+01
9.733902812004089355e-01 9.219330549240112305e-02 9.854769110679626465e-01 4.526660218834877014e-02 7.930538892745971680e+00
9.758272171020507812e-01 8.075181394815444946e-02 9.865785837173461914e-01 4.379608109593391418e-02 9.749105930328369141e+00
9.765953421592712402e-01 7.634732872247695923e-02 9.869791865348815918e-01 3.945285081863403320e-02 4.533427000045776367e+00
9.773963093757629395e-01 7.191316783428192139e-02 9.885817170143127441e-01 3.815039992332458496e-02 4.265954732894897461e+00
9.788652062416076660e-01 6.716322898864746094e-02 9.881811738014221191e-01 4.025987163186073303e-02 3.463705301284790039e+00
9.810184836387634277e-01 6.253799051046371460e-02 9.879809021949768066e-01 3.875911980867385864e-02 4.550873541831970215e+01
9.802170991897583008e-01 6.369042396545410156e-02 9.887819886207580566e-01 4.023892432451248169e-02 9.351558685302734375e+00
9.822367429733276367e-01 5.793083459138870239e-02 9.894832968711853027e-01 3.586480021476745605e-02 1.132031655311584473e+01
9.814190864562988281e-01 5.915131419897079468e-02 9.885817766189575195e-01 4.043523967266082764e-02 6.606403350830078125e+00
9.811519384384155273e-01 6.063229590654373169e-02 9.893831014633178711e-01 3.725048527121543884e-02 1.192377853393554688e+01
9.809515476226806641e-01 6.268789619207382202e-02 9.897838234901428223e-01 3.562903776764869690e-02 9.083927154541015625e+00
9.821367859840393066e-01 5.864445120096206665e-02 9.886819124221801758e-01 4.474321380257606506e-02 9.155548334121704102e+00
9.815360903739929199e-01 5.975874513387680054e-02 9.893829822540283203e-01 3.580039739608764648e-02 4.201570510864257812e+00
9.822870492935180664e-01 5.682880803942680359e-02 9.893830418586730957e-01 3.978197276592254639e-02 1.255156517028808594e+01
